country,year,rnndi_pc,nni_pc,gdp_pc,rank_rnndi,rank_nni,rank_gdp
IRL,2022,0.0515302660164052,52442.273692,118330.816212807,7,7,2
ISR,2006,0.0277513066533668,26374.80241,32605.285322721,25,26,27
ISR,2007,0.0288217412982441,27459.594154,33977.8228226638,24,26,27
ISR,2008,0.0283376916921065,27066.415859,34305.5284063204,25,26,26
ISR,2009,0.0285471970385669,27397.532645,34106.4305614065,24,24,26
ISR,2010,0.0298184650191689,28620.83281,35331.0640719836,22,24,26
ISR,2011,0.0307135599894512,29502.458999,36531.4895940138,22,22,24
ISR,2012,0.0306002999800898,29389.445893,36675.7312730205,22,22,23
ISR,2013,0.0317503843931898,30503.209622,37502.6567791599,21,22,23
ISR,2014,0.0328753031402924,31565.676349,38196.1976161198,20,22,23
ISR,2015,0.0334944925203597,32260.063155,38327.1793465861,22,22,23
ISR,2016,0.034501219458112,33318.376806,39337.2322470635,21,22,23
ISR,2017,0.0353265822880692,34352.026353,40310.4482052237,21,22,24
ISR,2018,0.0357781565512717,34863.581051,41195.3290928244,21,22,24
ISR,2019,0.0365884213277055,35710.648156,41914.6674880847,21,21,25
ISR,2020,0.0347876334071505,34079.835708,40486.0794890796,21,21,25
ISR,2021,0.0376925300553772,36809.135717,43548.2823838055,20,20,25
ISR,2022,0.0394343708494664,38681.686601,45475.3375426861,18,20,22
ITA,2006,0.04168076801824,42206.441177,51074.9910047596,13,13,14
ITA,2007,0.0419048097132548,42464.039645,51507.6066816071,15,15,14
ITA,2008,0.0401701661660771,40701.597634,50588.8592937747,16,17,14
ITA,2009,0.0381816391599789,38731.950468,47628.095579215,15,15,16
ITA,2010,0.038023268871862,38581.989685,48143.0499209759,16,16,16
ITA,2011,0.0378036637741608,38340.306573,48310.3700826751,16,16,16
ITA,2012,0.0361368085553575,36662.987331,46672.7294824668,16,16,17
ITA,2013,0.035523644582828,36022.285471,45732.7287123756,17,17,17
ITA,2014,0.0359312627928704,36396.367235,45725.1949588447,17,17,17
ITA,2015,0.03629855732561,36717.417397,46199.9421820876,17,17,17
ITA,2016,0.0376926459222806,38147.069132,46860.0815680394,17,17,17
ITA,2017,0.038466375146507,38843.063811,47701.1623567514,18,17,17
ITA,2018,0.039015261263984,39457.488091,48195.9671867928,18,17,17
ITA,2019,0.0392492351422072,39655.963231,48522.8223536131,17,17,17
ITA,2020,0.0356885337694567,36143.204137,44435.6061049063,19,19,20
ITA,2021,0.0389981334504069,39503.683613,48654.4120215634,19,18,18
ITA,2022,0.0398161280459912,40223.709279,51103.4000845313,17,17,18
JPN,2006,0.0330976825855627,33185.264772,41069.6873284615,19,19,19
JPN,2007,0.0334091539771197,33506.669878,41632.9038941971,19,19,19
JPN,2008,0.0318124077987595,31907.25503,41102.3212968407,21,21,19
JPN,2009,0.0299584564703343,30042.168351,38765.5992443303,21,21,20
JPN,2010,0.0314283914444834,31499.684529,40351.3452317761,20,20,19
JPN,2011,0.0310975986534061,31166.587536,40427.8888995352,21,21,18
JPN,2012,0.0316305256500772,31708.449773,41073.3170617777,21,21,19
JPN,2013,0.0325471131294573,32630.788993,41968.9366468587,20,20,18
JPN,2014,0.032591675662336,32736.760352,42116.7349514648,21,21,20
JPN,2015,0.0339880821351032,34115.71424,42825.169760603,21,21,20
JPN,2016,0.0344622145187917,34646.022453,43208.1644838076,22,21,20
JPN,2017,0.0349929051582422,35201.124959,44010.7509906355,22,21,21
JPN,2018,0.034921511500893,35155.480237,44386.0430448633,22,21,21
JPN,2019,0.0348265442655727,35011.667008,44304.2785453192,25,24,22
JPN,2020,0.0331384900376507,33439.879401,42612.1933921088,24,23,21
JPN,2021,0.0342594051311733,34420.150213,43833.2323050172,26,26,24
JPN,2022,0.0341253168418758,34300.934054,44442.677013213,24,24,24
KOR,2006,0.0280308517278025,28138.686252,33389.0008841905,23,23,25
KOR,2007,0.0296060262176791,29684.487905,35161.003407792,23,23,26
KOR,2008,0.029203827245287,29198.85309,35943.4723099455,23,23,25
KOR,2009,0.0293979508936054,29428.381262,36052.2206198581,23,23,24
KOR,2010,0.0315884642428866,31734.095006,38377.7959041695,19,19,22
KOR,2011,0.0317352363008499,31843.552949,39487.9809998251,20,19,21
KOR,2012,0.0322982785228475,32417.662568,40281.8528160189,18,18,20
KOR,2013,0.0333819563915472,33451.224027,41418.7460016062,19,19,20
KOR,2014,0.034178314063986,34264.765046,42482.3370525589,19,19,18
KOR,2015,0.0360982469902399,36206.364865,43493.253392653,18,18,18
KOR,2016,0.0374821145491149,37610.83173,44694.8033445225,18,18,18
KOR,2017,0.0386207096928306,38778.327946,46099.6519466821,17,18,18
KOR,2018,0.0390556408795741,39229.269501,47358.2135859597,17,18,18
KOR,2019,0.0388007025697877,38939.389279,48285.5021523341,18,18,18
KOR,2020,0.0383550949944497,38428.701743,47881.7128840686,17,17,17
KOR,2021,0.0399136570445412,40013.859657,50154.3397876982,17,17,17
KOR,2022,0.0392398884212627,39295.714134,51619.048955859,20,18,17
LTU,2006,0.0212154677698982,20835.135272,25020.2339702362,29,29,30
LTU,2007,0.0236783121560588,23232.98555,28124.0805269207,28,28,30
LTU,2008,0.0250802956384326,24649.355132,29153.4566788856,28,28,28
LTU,2009,0.0217952854264862,21435.635324,25104.6958307309,29,29,31
LTU,2010,0.0220711917739489,21350.525595,25746.2050973633,30,31,31
LTU,2011,0.0232254187836327,22706.203572,27999.574473414,29,30,29
LTU,2012,0.0241135370725955,23843.427783,29607.8630399505,28,30,29
LTU,2013,0.0259959343257523,25246.346748,31096.1992165588,27,27,27
LTU,2014,0.0278229907784394,26903.670751,32532.9529851697,26,27,27
LTU,2015,0.0283549831147953,27641.809601,33754.9961313815,27,27,27
LTU,2016,0.0297724576576991,29080.203759,35063.8260168436,26,26,27
LTU,2017,0.0318391724941601,31003.558005,37128.6388249797,26,26,26
LTU,2018,0.0335924331698639,32797.262141,39278.6343945971,25,26,26
LTU,2019,0.0354330603689082,34570.873327,41234.4682780954,23,26,26
LTU,2020,0.0353508394799786,34820.458031,41262.6913606759,20,20,23
LTU,2021,0.0355554226992074,35410.245671,43926.3458452377,22,24,23
LTU,2022,0.0331188326332674,33167.92399,44671.0385726686,27,27,23
LUX,2006,0.0720417166517505,79658.311921,122386.316472128,1,1,1
LUX,2007,0.0819905623427057,90570.131951,130158.14641236,1,1,1
LUX,2008,0.0788440407901819,82783.361189,127506.177480436,1,1,1
LUX,2009,0.0664927448305788,59322.787496,121149.327712164,1,2,1
LUX,2010,0.0678809435983217,68027.443858,123396.702043696,1,1,1
LUX,2011,0.068164660625715,68683.506507,121831.918236893,1,1,1
LUX,2012,0.0768843322936913,77656.347671,121028.493152028,1,1,1
LUX,2013,0.07364092918481,72706.229153,121701.646718236,1,1,1
LUX,2014,0.0762332012755203,75255.924405,121985.962824866,1,1,1
LUX,2015,0.0679794085374953,65352.687433,122328.263539253,1,1,1
LUX,2016,0.0702858966953976,67909.898769,125180.753694176,1,1,1
LUX,2017,0.0734863240080693,73765.778154,124099.379672055,1,1,1
LUX,2018,0.0731476831976314,73272.587031,123648.900957816,1,1,1
LUX,2019,0.0696712838486265,68936.987388,124447.857812307,1,1,1
LUX,2020,0.0693917796745943,69357.802621,121926.324773645,1,1,1
LUX,2021,0.0740721380986901,74284.042851,128343.616875633,1,1,1
LUX,2022,0.0646933968042039,65795.847666,124196.062913579,2,2,1
LVA,2006,0.0191870677814286,18577.520597,25281.9139974072,32,32,29
LVA,2007,0.0219377082930931,21507.132298,28138.5928837741,30,31,29
LVA,2008,0.0216501021437324,21154.613591,27475.9151042722,31,31,31
LVA,2009,0.0199011046530088,19263.354526,23453.6531407913,32,33,32
LVA,2010,0.0179783557316549,17347.3071,23076.5259050471,33,33,33
LVA,2011,0.0189539886683077,18312.426311,24221.4149825082,33,33,33
LVA,2012,0.0201132395822888,19501.94885,26312.5940279378,33,33,32
LVA,2013,0.0208917619433512,20339.822294,27142.2455125452,33,33,32
LVA,2014,0.0213238483587749,20976.265309,27968.7907091476,33,33,32
LVA,2015,0.0224283747900783,21992.59891,29275.6026887073,33,33,32
LVA,2016,0.0238778286685362,23477.520984,30298.0368893529,33,33,32
LVA,2017,0.0253205972257905,24670.292039,31621.188831045,33,33,31
LVA,2018,0.0265194440552728,25967.205427,33239.315584807,31,32,31
LVA,2019,0.0274219589450661,26945.099565,33692.273908449,31,32,31
LVA,2020,0.0270738410101197,26557.227503,32734.3079517041,31,31,31
LVA,2021,0.0282616275614384,27915.784245,35306.1614205751,31,31,31
LVA,2022,0.0284122500364483,27901.684803,35951.8557623009,31,31,31
MEX,2006,0.0177113653562403,17435.359184,20742.6910882056,34,34,34
MEX,2007,0.0177072122797918,17488.84163,20883.8623801932,34,34,34
MEX,2008,0.0173464145857619,17204.754257,20791.5411354509,34,34,34
MEX,2009,0.0156305508585324,15501.198073,19214.5941531798,34,34,34
MEX,2010,0.0160728685271424,16031.272546,19898.5780876087,34,34,34
MEX,2011,0.0165916342725884,16606.361046,20343.2098727475,34,34,34
MEX,2012,0.0166470913382607,16717.802208,20824.1352884849,34,34,34
MEX,2013,0.0163503583021787,16468.978815,20759.637455394,34,34,34
MEX,2014,0.0166672740562956,16787.919976,21035.8060584968,34,34,34
MEX,2015,0.0168203136281244,16867.502773,21359.3697814943,34,34,34
MEX,2016,0.0168081332024387,16735.061449,21490.8354563508,34,34,34
MEX,2017,0.0170687359062762,16944.076127,21643.3581712483,34,34,34
MEX,2018,0.0172823261326318,17081.315611,21796.8534111929,34,34,34
MEX,2019,0.0172785967335187,16991.906903,21429.1462523384,34,34,34
MEX,2020,0.0152225856621644,14735.006256,19417.7889537249,34,34,34
MEX,2021,0.0161701916096051,15556.042948,20393.489882844,34,34,34
MEX,2022,0.0164583030703152,15817.409566,20990.9997969196,34,34,34
NLD,2006,0.0481554926020256,49183.91628,58282.492105466,5,5,6
NLD,2007,0.0496639832652248,50576.79693,60413.891603834,4,4,6
NLD,2008,0.0482134187341409,49132.858538,61452.6636716421,5,5,4
NLD,2009,0.0465196743427725,47221.590315,58899.4089722955,5,5,4
NLD,2010,0.0479566846760744,48876.103355,59371.1843309648,4,4,4
NLD,2011,0.0486108496254195,49456.764296,60141.7019851535,4,4,4
NLD,2012,0.0475945403162036,48395.939554,59333.218749387,6,5,5
NLD,2013,0.0474051195428825,48346.057617,59142.3191120232,6,6,5
NLD,2014,0.0477964510304413,48733.893709,59878.6891489718,6,6,6
NLD,2015,0.0489334573205017,49772.79132,60877.7515769111,6,6,6
NLD,2016,0.049499848740311,49968.7879,62024.0764527883,6,7,6
NLD,2017,0.0513322350703785,51935.019964,63373.4551481362,6,6,5
NLD,2018,0.0528377893270871,53627.257759,64425.0632030397,5,6,6
NLD,2019,0.0530012250303779,53700.394781,65477.5253780196,6,6,6
NLD,2020,0.049203253561907,50269.875075,62594.8305908404,6,6,7
NLD,2021,0.0552782756882888,56019.111026,66178.5294303482,5,6,7
NLD,2022,0.0554681487427166,56061.869667,68832.6935134738,6,6,6
NOR,2006,0.0644881462398242,65110.053581,66609.0651443364,2,2,3
NOR,2007,0.064202387858886,64997.182635,67851.332042114,2,2,3
NOR,2008,0.0672008586022233,68002.662244,67334.6713460202,2,2,3
NOR,2009,0.0589241578920773,59863.078964,65194.0647931964,2,1,3
NOR,2010,0.0605874349312666,61623.303357,64900.7879608261,2,2,3
NOR,2011,0.0628265932633151,63854.824543,64770.482210432,2,2,3
NOR,2012,0.0642644781166921,65236.834471,65656.0339798735,2,2,3
NOR,2013,0.0638679536574655,64982.02645,65526.8236476537,2,2,3
NOR,2014,0.063847284837332,64974.664181,66126.9241602705,2,2,3
NOR,2015,0.0610252519413676,62256.246749,66667.2988817764,2,2,4
NOR,2016,0.0588087788513397,60022.769538,66851.2729691205,2,2,4
NOR,2017,0.0610235499003689,62123.778278,67966.1165123997,2,2,4
NOR,2018,0.0638347609412498,64856.574353,68077.9780233811,2,2,4
NOR,2019,0.06064335786075,61708.396562,68379.5863633807,2,2,4
NOR,2020,0.0549853520940345,56288.232751,67116.5328108243,2,2,4
NOR,2021,0.0656462629800012,66919.84662,69365.9327563214,2,2,4
NOR,2022,0.0855825152749734,86587.00495,70974.6331253613,1,1,4
NZL,2006,0.0292954289537829,29083.012034,39070.4788150388,22,22,21
NZL,2007,0.0308760121217861,30648.396441,40150.3975073506,22,22,21
NZL,2008,0.0296110045072539,29382.009631,39262.5120013207,22,22,23
NZL,2009,0.0304191149537489,30191.977055,39627.2957509087,20,20,19
NZL,2010,0.0308096821201186,30757.099576,39584.3389569702,21,21,20
NZL,2011,0.0318102374543796,31811.647705,40288.2955747371,19,20,19
NZL,2012,0.0321746813820013,32178.956873,41128.9445879762,19,20,18
NZL,2013,0.0338606715292317,33790.626554,41488.975682407,18,18,19
NZL,2014,0.0344751550979741,34340.823133,42249.8950515318,18,18,19
NZL,2015,0.0351246654662212,34950.782814,43116.9341960211,19,19,19
NZL,2016,0.0360282367790246,35846.9521,43809.1686705751,19,19,19
NZL,2017,0.037033463935516,36955.935817,44788.6291267742,19,19,20
NZL,2018,0.0371233016365343,37065.636279,45736.3701604217,19,20,20
NZL,2019,0.0387165503088345,38501.760861,46078.2040352367,19,19,20
NZL,2020,0.038040895434114,38077.715773,45471.922731811,18,18,19
NZL,2021,0.0391727239114188,39254.332068,47503.5523012486,18,19,20
NZL,2022,0.0394299521813566,39211.242489,49170.8919857085,19,19,19
POL,2006,0.0183414746515137,18269.699731,22464.1589619715,33,33,32
POL,2007,0.0195925541387944,19512.668713,23993.0998476458,33,33,32
POL,2008,0.0209122965951042,20851.838284,25044.9402678575,32,32,32
POL,2009,0.0214564773525099,21392.322825,25674.6516579517,30,30,30
POL,2010,0.0217995662607448,21978.30753,26565.5391778832,31,29,30
POL,2011,0.0228938715666723,23024.063762,27955.3403939526,30,29,31
POL,2012,0.0228983058478885,23090.577853,28371.9236426417,31,31,30
POL,2013,0.0231339197435921,23291.758482,28586.7123083561,31,31,30
POL,2014,0.0242837344143171,24409.374416,29727.3720049887,31,31,31
POL,2015,0.025636815134823,25863.407106,31064.8991173977,29,29,29
POL,2016,0.0262280633294323,26578.439162,32027.4506280549,28,28,29
POL,2017,0.0277269064986297,27983.860373,33672.7375384706,28,28,29
POL,2018,0.0293839233758012,29675.563054,35781.5929413765,28,28,28
POL,2019,0.0309969351185037,31286.610685,37428.5675318906,28,27,28
POL,2020,0.0309983133358081,31705.526326,37438.4574246753,27,27,27
POL,2021,0.0326379348808252,33629.983134,40241.0015046824,27,27,27
POL,2022,0.0338988466151017,34203.012007,41451.6700213017,25,25,27
PRT,2006,0.0279464505248288,27731.24044,35513.2088990519,24,24,24
PRT,2007,0.0287324060861822,28482.237615,36331.9843420803,25,25,24
PRT,2008,0.0280896006952715,27838.785673,36395.4562960894,26,25,24
PRT,2009,0.0274493858820673,27284.698181,35225.5648276206,25,25,25
PRT,2010,0.0278463714520812,27683.166799,35821.2036637766,25,25,25
PRT,2011,0.0275278363041177,27276.26411,35202.6162846163,24,24,25
PRT,2012,0.0263806356597686,26052.91859,33914.8752311446,26,26,25
PRT,2013,0.0269790117253299,26590.188614,33765.2422677711,26,26,26
PRT,2014,0.0275158583236393,26908.183747,34193.1153693271,27,26,26
PRT,2015,0.0284338172104015,27718.010568,34863.0887132824,26,26,26
PRT,2016,0.0293783935640132,28689.792374,35648.7438408966,27,27,26
PRT,2017,0.0304837682797614,29638.913464,36888.7865510566,27,27,27
PRT,2018,0.0311359239365346,30312.865695,37995.8119708866,27,27,27
PRT,2019,0.0320218452054316,31149.421533,38964.3566359496,27,28,27
PRT,2020,0.0291906240111794,28296.255167,35662.7710782537,28,29,28
PRT,2021,0.0309153023812065,29853.812699,37562.4883403195,28,28,29
PRT,2022,0.0316502967990143,30893.867341,39951.7634613172,28,28,29
SVK,2006,0.0201462571116104,20620.35808,24638.7072472013,30,30,31
SVK,2007,0.0223231629529698,22893.723136,27275.7012858778,29,29,31
SVK,2008,0.0234540918650957,24073.238156,28689.2019592939,29,29,30
SVK,2009,0.0219256699519081,22370.411568,27050.2283856086,28,28,28
SVK,2010,0.0232414662501952,23628.743126,28822.1132249648,27,27,28
SVK,2011,0.02340764791834,23785.50188,29735.1545751939,28,28,28
SVK,2012,0.0238700142892041,24380.082418,30156.2985968616,30,27,28
SVK,2013,0.0239592379455212,24608.602591,30330.4751470649,30,28,28
SVK,2014,0.0247615248745582,25227.834839,31119.8677371082,28,28,28
SVK,2015,0.0257141755121708,26227.760797,32708.0642942792,28,28,28
SVK,2016,0.0255765864958139,26449.727024,33293.2074204803,29,29,28
SVK,2017,0.0267818540174288,27321.475176,34202.5289446121,29,29,28
SVK,2018,0.0280011485705153,28452.918017,35542.0638097588,29,29,29
SVK,2019,0.0282509690332879,28646.892473,36302.7506186048,30,30,30
SVK,2020,0.0277228893679906,27995.889673,35317.0813815923,30,30,30
SVK,2021,0.0285213343792741,29014.108988,37450.6992474139,30,30,30
SVK,2022,0.0275046706845232,27561.964892,37540.7193408361,32,32,30
SVN,2006,0.0293877106281454,29661.138516,36905.8462284031,21,21,23
SVN,2007,0.0313536520145033,31659.125302,39324.8660261799,21,21,22
SVN,2008,0.031912635485796,32268.793724,40588.5290541818,20,20,20
SVN,2009,0.029465686579332,29913.518917,37145.9306293983,22,22,23
SVN,2010,0.0290240423255017,29352.590301,37427.7688466608,24,22,23
SVN,2011,0.0287912468526126,29116.467875,37599.3478951466,23,23,23
SVN,2012,0.0273029920311711,27640.495224,36433.393259387,23,23,24
SVN,2013,0.0272009417642734,27536.365935,36084.5076651495,25,25,24
SVN,2014,0.0285459989532519,28790.368267,37040.9422281004,24,24,24
SVN,2015,0.0286754779390202,29045.032793,37899.9093929449,25,25,24
SVN,2016,0.0300565248922001,30517.376008,39024.7004112946,25,25,24
SVN,2017,0.0322901482507898,32632.009897,41020.4319695555,24,25,23
SVN,2018,0.0340189980918335,34336.799374,42689.9303569141,24,23,23
SVN,2019,0.0350402984717443,35463.11589,43825.5133240006,24,23,23
SVN,2020,0.0334892839762948,33890.936728,41759.6572868265,22,22,22
SVN,2021,0.0354271651684119,35982.407234,45168.6129281528,23,21,21
SVN,2022,0.0345585617328328,35106.276729,46337.3802462008,23,23,21
SWE,2006,0.0451917526402163,46068.798846,53437.4047549261,8,8,10
SWE,2007,0.046976709572148,47860.473128,54782.2373560193,8,8,11
SWE,2008,0.0457892620307585,46792.061895,53852.0076292629,8,8,12
SWE,2009,0.0425927160173585,43460.689092,51125.4518404539,9,10,12
SWE,2010,0.0453950241258093,46360.550013,53601.4124234868,8,8,11
SWE,2011,0.046216582518592,47130.209815,54877.1040266521,9,8,11
SWE,2012,0.0453720929695099,46314.455833,54256.6428367252,9,9,12
SWE,2013,0.045400210866785,46364.168692,54406.8517456117,9,9,12
SWE,2014,0.0459727522546425,46932.554521,55093.0094389509,9,9,12
SWE,2015,0.0471728020591104,48075.598357,56911.0520171997,9,8,10
SWE,2016,0.0475620098425026,48339.528201,57442.4679382855,9,9,10
SWE,2017,0.0480961712400306,48953.884048,57696.2194140265,9,8,10
SWE,2018,0.0481807636497116,49109.726194,58039.4461910383,9,9,11
SWE,2019,0.0495351665471985,50634.156171,58922.8595302788,9,8,11
SWE,2020,0.0481535136520756,49355.696202,57396.2597149351,7,8,10
SWE,2021,0.0509314614165463,52018.540654,60034.0688117945,7,7,10
SWE,2022,0.0503308015178115,51294.736061,60144.6831860607,8,8,12
USA,2006,0.0491448126876584,49400.76888,57951.1529933247,4,4,7
USA,2007,0.0487306800885341,49056.622082,58548.4211524554,6,6,8
USA,2008,0.0471150240087303,47462.332945,58066.9974694192,7,7,8
USA,2009,0.0457538917504955,46120.643391,56074.2890729704,6,6,7
USA,2010,0.0474419171194427,47786.046832,57102.6353908278,6,6,7
USA,2011,0.048121160283847,48440.824758,57539.7670527156,6,6,7
USA,2012,0.0493959632463428,49633.711916,58402.4214275934,4,4,6
USA,2013,0.0497456866750661,49938.313165,59192.8636823423,4,4,4
USA,2014,0.051016189212697,51164.338642,60211.7867191345,4,4,5
USA,2015,0.0522051892948196,52379.641311,61501.9668475924,4,4,5
USA,2016,0.0524129145984922,52590.797616,62139.3123557222,4,4,5
USA,2017,0.0534922514932604,53617.90085,63228.1129876709,4,4,6
USA,2018,0.0547953594402226,54901.743524,64720.6851187866,3,4,5
USA,2019,0.0559496679640435,56045.609636,66047.8222067555,3,4,5
USA,2020,0.0533464350541921,53771.22619,64414.4221232747,3,4,5
USA,2021,0.0572019156198153,57616.462238,68240.4703574412,4,4,5
USA,2022,0.0584316719263988,58817.674942,69572.3270585687,4,5,5
