date,variable,JSP_DSP_age,JSP_age,JSP,NSA,NSA_age,JSP_xPP,JSP_xPP_age
2017-07-01,count_yeartotwoyear,185040,170852,188191,144896,127932,145828,128786
2017-08-01,count_yeartotwoyear,183996,169909,187401,144349,127125,145288,127991
2017-09-01,count_yeartotwoyear,184555,170453,188436,145465,127700,146380,128553
2017-10-01,count_yeartotwoyear,184071,169989,188262,145563,127502,146371,128266
2017-11-01,count_yeartotwoyear,184175,169915,188726,146181,127646,146909,128325
2017-12-01,count_yeartotwoyear,184991,170634,189747,147528,128635,148253,129298
2018-01-01,count_yeartotwoyear,186486,172079,191351,149828,130698,150550,131350
2018-02-01,count_yeartotwoyear,186100,171450,190856,149669,130410,150418,131098
2018-03-01,count_yeartotwoyear,184601,169786,188941,148230,129079,148971,129756
2018-04-01,count_yeartotwoyear,184674,169577,188844,148295,129094,149031,129772
2018-05-01,count_yeartotwoyear,180994,165813,184775,145147,126162,145932,126872
2018-06-01,count_yeartotwoyear,177672,162306,180983,142107,123388,142881,124104
2018-07-01,count_yeartotwoyear,175813,160457,178937,141238,122676,141962,123340
2018-08-01,count_yeartotwoyear,173433,158007,176259,139929,121479,140599,122105
2018-09-01,count_yeartotwoyear,170732,155347,173262,137828,119623,138518,120278
2018-10-01,count_yeartotwoyear,167523,152173,169946,135039,116982,135816,117701
2018-11-01,count_yeartotwoyear,165507,150143,167934,133455,115432,134332,116237
2018-12-01,count_yeartotwoyear,162990,147688,165355,131756,113937,132658,114756
2019-01-01,count_yeartotwoyear,162672,147330,164970,131674,113851,132545,114650
2019-02-01,count_yeartotwoyear,163433,148060,165759,132486,114610,133302,115361
2019-03-01,count_yeartotwoyear,161728,146399,164087,131307,113527,132104,114250
2019-04-01,count_yeartotwoyear,159555,144283,161838,129538,111833,130353,112563
2019-05-01,count_yeartotwoyear,159502,144149,161641,129416,111768,130216,112483
2019-06-01,count_yeartotwoyear,159450,144107,161482,129526,111969,130345,112687
2019-07-01,count_yeartotwoyear,159430,144157,161327,129143,111773,130010,112532
2019-08-01,count_yeartotwoyear,158511,143225,160608,128125,110594,128996,111347
2019-09-01,count_yeartotwoyear,158437,143147,160754,128260,110559,129134,111311
2019-10-01,count_yeartotwoyear,157755,142416,160266,127899,109909,128767,110650
2019-11-01,count_yeartotwoyear,157660,142302,160343,127939,109747,128816,110486
2019-12-01,count_yeartotwoyear,158902,143462,161812,129419,110913,130303,111649
2020-01-01,count_yeartotwoyear,161359,146042,164965,132322,113357,133231,114134
2020-02-01,count_yeartotwoyear,163563,148259,167254,134495,115436,135351,116169
2020-03-01,count_yeartotwoyear,165808,150381,169659,136442,117082,137237,117798
2020-04-01,count_yeartotwoyear,168317,152707,172250,138540,119010,,
2020-05-01,count_yeartotwoyear,172249,156737,176510,142595,122876,,
2020-06-01,count_yeartotwoyear,177437,161968,182141,147643,127659,,
2020-07-01,count_yeartotwoyear,182712,167237,187657,152558,132452,,
2020-08-01,count_yeartotwoyear,188781,173220,194047,158325,137902,,
2020-09-01,count_yeartotwoyear,193325,177768,198696,162996,142465,,
2020-10-01,count_yeartotwoyear,198956,183319,204529,168386,147671,,
2020-11-01,count_yeartotwoyear,203883,188249,209735,173256,152237,,
2020-12-01,count_yeartotwoyear,208299,192546,214264,177066,155860,,
2021-01-01,count_yeartotwoyear,215386,199414,221383,183544,162063,,
2021-02-01,count_yeartotwoyear,220735,204734,227187,188792,166892,,
2021-03-01,count_yeartotwoyear,225083,208904,231922,192445,170045,,
2021-04-01,count_yeartotwoyear,404623,387085,432371,377577,332135,,
2021-05-01,count_yeartotwoyear,425004,407025,458332,404204,352556,,
2021-06-01,count_yeartotwoyear,411406,393118,444993,391001,338620,,
2021-07-01,count_yeartotwoyear,397747,379293,430198,376301,324841,,
2021-08-01,count_yeartotwoyear,382341,363779,414691,361371,309857,,
2021-09-01,count_yeartotwoyear,371537,352890,404088,350786,299056,,
2021-10-01,count_yeartotwoyear,357004,338346,388979,336650,285456,,
2021-11-01,count_yeartotwoyear,339120,320505,370003,319211,269153,,
2021-12-01,count_yeartotwoyear,317880,299176,347228,298122,249611,,
2022-01-01,count_yeartotwoyear,300643,282089,328818,281629,234327,,
2022-02-01,count_yeartotwoyear,288884,270340,315530,270014,224192,,
2022-03-01,count_yeartotwoyear,269763,251234,294363,250875,207014,,
2022-04-01,count_yeartotwoyear,188122,171426,199381,168432,140371,,
2022-05-01,count_yeartotwoyear,162369,146226,168263,139438,117562,,
2022-06-01,count_yeartotwoyear,149023,133006,152714,125340,105881,,
2022-07-01,count_yeartotwoyear,142131,126119,144534,118306,100173,,
2022-08-01,count_yeartotwoyear,136884,120913,137928,112916,96090,,
2022-09-01,count_yeartotwoyear,133757,117684,133807,109509,93516,,
2022-10-01,count_yeartotwoyear,130351,114182,129734,105771,90302,,
2022-11-01,count_yeartotwoyear,129775,113458,128785,104593,89316,,
2022-12-01,count_yeartotwoyear,132119,115511,130867,105995,90639,,
2023-01-01,count_yeartotwoyear,135495,118726,134479,108783,93072,,
2023-02-01,count_yeartotwoyear,138129,121305,137111,111025,95224,,
2023-03-01,count_yeartotwoyear,138581,121730,137641,110673,94810,,
2006-07-01,count_twoplus,1054860,581815,667304,144846,127256,246239,186589
2006-08-01,count_twoplus,1051956,579008,664314,144868,126813,244560,184934
2006-09-01,count_twoplus,1049403,576464,661760,144988,126540,243038,183420
2006-10-01,count_twoplus,1046468,573791,658916,144915,126010,241279,181750
2006-11-01,count_twoplus,1042360,570151,655236,144530,125227,239173,179693
2006-12-01,count_twoplus,1040497,568188,652990,144605,125085,237675,178427
2007-01-01,count_twoplus,1039695,567767,652335,145817,125914,237300,178183
2007-02-01,count_twoplus,1037642,565995,650422,145722,125487,235568,176667
2007-03-01,count_twoplus,1034174,562319,646168,144447,124067,232763,174213
2007-04-01,count_twoplus,1030517,558556,641973,143687,123147,230353,172193
2007-05-01,count_twoplus,1026245,554492,637339,143060,122395,228191,170432
2007-06-01,count_twoplus,1021685,549787,632232,142225,121418,225729,168355
2007-07-01,count_twoplus,1018282,546280,628283,141795,120838,223841,166795
2007-08-01,count_twoplus,1012760,540694,623272,140945,119795,222374,164717
2007-09-01,count_twoplus,1008089,535506,618673,140441,119008,221319,162982
2007-10-01,count_twoplus,1003133,529125,612696,139086,117539,219361,160570
2007-11-01,count_twoplus,997497,523281,607423,138325,116483,218092,158682
2007-12-01,count_twoplus,994101,519736,604535,138123,116038,217509,157471
2008-01-01,count_twoplus,991697,517599,602999,138786,116370,217777,157056
2008-02-01,count_twoplus,988826,514588,599739,138376,115783,216028,155589
2008-03-01,count_twoplus,985041,510286,594860,137128,114527,213462,153545
2008-04-01,count_twoplus,982202,506967,591256,136450,113690,211460,151934
2008-05-01,count_twoplus,976867,501500,585067,134707,112001,208339,149435
2008-06-01,count_twoplus,974306,498388,581563,134240,111499,206646,148223
2008-07-01,count_twoplus,971633,495172,577540,133441,110767,204560,146781
2008-08-01,count_twoplus,967127,490548,572390,132880,110220,202804,145474
2008-09-01,count_twoplus,964312,487139,568662,132929,110121,201646,144645
2008-10-01,count_twoplus,960239,482751,563627,132317,109499,199770,143345
2008-11-01,count_twoplus,957668,479195,559469,131690,109007,197900,142175
2008-12-01,count_twoplus,956777,476957,556559,131458,108876,196393,141345
2009-01-01,count_twoplus,955126,474888,553700,131699,109293,195517,141126
2009-02-01,count_twoplus,954731,473915,552455,132632,110206,195340,141398
2009-03-01,count_twoplus,953765,472088,549825,132499,110255,194172,140894
2009-04-01,count_twoplus,952066,469418,546578,132339,110188,192912,140219
2009-05-01,count_twoplus,950607,467105,543628,132332,110340,191891,139823
2009-06-01,count_twoplus,950408,465745,541827,133008,111050,191485,139929
2009-07-01,count_twoplus,948672,463342,538776,133385,111568,190838,139905
2009-08-01,count_twoplus,947810,461972,537803,134122,112104,191222,139911
2009-09-01,count_twoplus,947366,460647,536843,134994,112834,191728,140090
2009-10-01,count_twoplus,946813,458823,535124,135393,113141,191682,139878
2009-11-01,count_twoplus,946676,457780,534609,136669,114076,192616,140292
2009-12-01,count_twoplus,947530,457450,534672,138080,115225,193681,140912
2010-01-01,count_twoplus,948218,457641,535117,139847,116832,195145,142052
2010-02-01,count_twoplus,950321,458901,536511,142074,118831,196461,143544
2010-03-01,count_twoplus,950997,458517,535693,143150,119884,196646,144130
2010-04-01,count_twoplus,950761,457350,534173,143889,120582,196410,144291
2010-05-01,count_twoplus,951358,456966,533416,145466,122092,197064,145351
2010-06-01,count_twoplus,952110,456651,532699,146957,123585,197622,146384
2010-07-01,count_twoplus,953657,456994,532576,148911,125410,198594,147803
2010-08-01,count_twoplus,954671,456878,532193,150616,126919,199355,148903
2010-09-01,count_twoplus,955407,456152,531035,151754,128033,199509,149544
2010-10-01,count_twoplus,956829,456007,530544,153385,129537,200221,150616
2010-11-01,count_twoplus,959344,456794,531182,155711,131629,201573,152300
2010-12-01,count_twoplus,963150,458403,532628,158405,134017,203449,154290
2011-01-01,count_twoplus,967553,461241,535377,162165,137338,206353,157222
2011-02-01,count_twoplus,972284,464671,539025,166027,140751,209381,160228
2011-03-01,count_twoplus,976729,467088,541484,169046,143342,211624,162437
2011-04-01,count_twoplus,981127,469232,543670,172042,145840,213762,164579
2011-05-01,count_twoplus,983716,470448,544823,174332,147839,215294,166235
2011-06-01,count_twoplus,985144,470216,544440,175650,148944,215764,166964
2011-07-01,count_twoplus,987235,470966,545012,177499,150491,216838,168149
2011-08-01,count_twoplus,987756,470435,545041,178425,150973,217542,168259
2011-09-01,count_twoplus,988037,469331,544307,179016,151259,217898,168191
2011-10-01,count_twoplus,988180,468449,543807,179686,151633,218363,168253
2011-11-01,count_twoplus,988158,467476,543312,180049,151735,218554,168050
2011-12-01,count_twoplus,990034,467793,544027,181302,152714,219611,168755
2012-01-01,count_twoplus,992504,469377,546250,183670,154596,221819,170345
2012-02-01,count_twoplus,994375,470743,547667,185335,155946,222826,171411
2012-03-01,count_twoplus,995315,470780,547317,185715,156292,222559,171471
2012-04-01,count_twoplus,997489,471901,548432,187252,157639,223473,172498
2012-05-01,count_twoplus,997354,471185,547403,187566,157905,223176,172460
2012-06-01,count_twoplus,998064,470975,546939,188045,158299,223034,172559
2012-07-01,count_twoplus,999206,471554,547290,189424,159560,223810,173548
2012-08-01,count_twoplus,998601,470654,546077,189736,159711,223544,173483
2012-09-01,count_twoplus,999328,470629,545883,190555,160387,223808,173915
2012-10-01,count_twoplus,1000117,470856,546015,191725,161367,224443,174651
2012-11-01,count_twoplus,999611,469748,544717,191978,161500,224096,174485
2012-12-01,count_twoplus,1000486,469887,544747,193673,163016,225269,175724
2013-01-01,count_twoplus,999969,468991,543890,196354,165394,227498,177885
2013-02-01,count_twoplus,1000082,468816,543917,198331,166990,228901,179198
2013-03-01,count_twoplus,1000853,468909,543869,199662,168119,229718,180106
2013-04-01,count_twoplus,1001801,469376,544526,202351,170455,231957,182220
2013-05-01,count_twoplus,999373,466717,541358,202842,170976,231957,182516
2013-06-01,count_twoplus,1000814,467591,542186,204723,172624,233359,183957
2013-07-01,count_twoplus,1002441,468746,543394,206943,174528,235141,185681
2013-08-01,count_twoplus,1002296,468617,543835,208583,175698,236677,186626
2013-09-01,count_twoplus,1003988,470096,546114,211238,177677,239257,188433
2013-10-01,count_twoplus,1005068,471057,547874,213592,179380,241481,189930
2013-11-01,count_twoplus,1006481,472430,550010,216081,181224,243881,191594
2013-12-01,count_twoplus,1009982,475541,553843,219781,184281,247517,194508
2014-01-01,count_twoplus,1013527,479262,558260,224004,187783,251643,197842
2014-02-01,count_twoplus,1016589,482605,562064,227605,190858,254846,200755
2014-03-01,count_twoplus,1019701,485597,565374,230855,193668,257738,203371
2014-04-01,count_twoplus,1021660,487726,567873,233786,196043,260233,205528
2014-05-01,count_twoplus,1023730,490050,570328,236728,198579,262769,207864
2014-06-01,count_twoplus,1026831,493271,573915,240465,201806,266107,210904
2014-07-01,count_twoplus,1028609,495287,576028,243379,204235,268619,213187
2014-08-01,count_twoplus,1030109,497297,577343,245430,206602,270284,215409
2014-09-01,count_twoplus,1032709,500069,579288,247773,209424,272321,218110
2014-10-01,count_twoplus,1033758,501421,579628,249178,211359,273330,219912
2014-11-01,count_twoplus,1036495,504305,581994,251788,214248,275618,222699
2014-12-01,count_twoplus,1040492,508079,585145,255088,217824,278575,226132
2015-01-01,count_twoplus,1044185,512278,588601,299217,261861,322407,270082
2015-02-01,count_twoplus,1048729,517168,593599,303218,265706,326045,273764
2015-03-01,count_twoplus,1051874,520348,596350,305429,268153,327972,276081
2015-04-01,count_twoplus,1054248,522888,598372,307460,270352,329624,278147
2015-05-01,count_twoplus,1056936,525814,601012,309716,272614,331529,280268
2015-06-01,count_twoplus,1059518,528772,603804,312385,275220,333891,282725
2015-07-01,count_twoplus,1061361,531163,606314,314999,277453,336231,284828
2015-08-01,count_twoplus,1061739,532399,607972,316900,278695,337889,286020
2015-09-01,count_twoplus,1062224,533514,609688,318771,279793,339455,287042
2015-10-01,count_twoplus,1063213,535353,611930,320958,281330,341276,288456
2015-11-01,count_twoplus,1064295,537193,614198,323288,283103,343307,290159
2015-12-01,count_twoplus,1065619,539146,616387,325817,285022,345538,292002
2016-01-01,count_twoplus,1068779,543221,620678,330266,288878,349742,295810
2016-02-01,count_twoplus,1070364,545924,623898,333204,291103,352400,297960
2016-03-01,count_twoplus,1070775,547034,625426,334971,292241,353886,299016
2016-04-01,count_twoplus,1072310,549606,628341,337875,294558,356476,301210
2016-05-01,count_twoplus,1070467,548971,628032,338493,294547,356833,301100
2016-06-01,count_twoplus,1068584,548278,627451,338963,294670,357023,301106
2016-07-01,count_twoplus,1067798,548631,627885,340009,295319,357851,301676
2016-08-01,count_twoplus,1065885,548224,627864,340676,295353,358284,301643
2016-09-01,count_twoplus,1063383,547029,626681,340544,294874,357923,301115
2016-10-01,count_twoplus,1062052,546893,626699,341341,295189,358453,301340
2016-11-01,count_twoplus,1060992,547053,627107,342189,295622,359105,301727
2016-12-01,count_twoplus,1060519,547509,627799,343259,296162,359988,302222
2017-01-01,count_twoplus,1061715,550009,630618,346336,298522,362859,304564
2017-02-01,count_twoplus,1061612,551220,632306,347926,299553,364257,305535
2017-03-01,count_twoplus,1061048,551527,632874,348596,299646,364719,305573
2017-04-01,count_twoplus,1059695,551724,633378,349310,299747,365171,305595
2017-05-01,count_twoplus,1058983,552172,634035,350497,300436,366167,306232
2017-06-01,count_twoplus,1056448,550969,632929,350376,299895,365884,305677
2017-07-01,count_twoplus,1054716,550393,632527,351047,300034,366364,305772
2017-08-01,count_twoplus,1051334,548690,632142,351605,299127,366848,304805
2017-09-01,count_twoplus,1048743,547514,632400,352340,298387,367542,304004
2017-10-01,count_twoplus,1046452,546722,633028,353540,298012,368706,303594
2017-11-01,count_twoplus,1043438,545226,632823,353960,296998,369061,302515
2017-12-01,count_twoplus,1042461,545434,634381,355732,297210,370761,302659
2018-01-01,count_twoplus,1042899,547262,637615,359339,299174,374328,304548
2018-02-01,count_twoplus,1040630,546840,637672,359843,299041,374635,304323
2018-03-01,count_twoplus,1039311,546611,637607,360371,299049,374895,304260
2018-04-01,count_twoplus,1037945,546785,637862,361739,299994,376029,305101
2018-05-01,count_twoplus,1034169,544334,635309,360781,298816,374820,303810
2018-06-01,count_twoplus,1031468,542864,633984,360602,298193,374405,303091
2018-07-01,count_twoplus,1030477,542779,633882,361994,299263,375620,304094
2018-08-01,count_twoplus,1027561,541256,632367,362279,299208,375725,303979
2018-09-01,count_twoplus,1024704,539789,631296,362905,299128,376109,303826
2018-10-01,count_twoplus,1020419,536942,628406,362214,298096,375095,302651
2018-11-01,count_twoplus,1016460,534220,625792,361616,297114,374247,301552
2018-12-01,count_twoplus,1014165,532860,624354,361859,297014,374300,301395
2019-01-01,count_twoplus,1013106,532886,624295,363211,297994,375444,302296
2019-02-01,count_twoplus,1012362,533385,625199,365028,299217,377043,303413
2019-03-01,count_twoplus,1010056,531915,623566,364719,298662,376549,302776
2019-04-01,count_twoplus,1007289,529996,621650,364444,298091,376035,302078
2019-05-01,count_twoplus,1003688,527453,618885,363715,297231,375116,301132
2019-06-01,count_twoplus,1001121,525865,617371,363861,297054,375089,300888
2019-07-01,count_twoplus,998230,523779,615212,363541,296509,374541,300232
2019-08-01,count_twoplus,993610,520208,612706,363288,294923,374203,298592
2019-09-01,count_twoplus,990633,518128,611836,364134,294392,375011,298024
2019-10-01,count_twoplus,987473,515857,610708,364658,293607,375463,297165
2019-11-01,count_twoplus,984357,513599,609810,365222,292688,375913,296187
2019-12-01,count_twoplus,983039,512942,610337,366906,293026,377492,296453
2020-01-01,count_twoplus,982614,513301,611726,369465,294240,379947,297586
2020-02-01,count_twoplus,983153,514966,613920,372098,296184,382332,299443
2020-03-01,count_twoplus,983262,515801,614729,373642,297396,383617,300589
2020-04-01,count_twoplus,982895,516309,611853,375111,298605,,
2020-05-01,count_twoplus,986136,520885,616913,379683,302444,,
2020-06-01,count_twoplus,990157,526142,622763,384763,306750,,
2020-07-01,count_twoplus,993303,530308,627229,388949,310409,,
2020-08-01,count_twoplus,996728,535016,632499,393652,314301,,
2020-09-01,count_twoplus,1001789,541010,639146,399308,319178,,
2020-10-01,count_twoplus,1005561,545735,644044,403825,323273,,
2020-11-01,count_twoplus,1010086,551048,649787,408820,327727,,
2020-12-01,count_twoplus,1013743,555226,654257,413085,331516,,
2021-01-01,count_twoplus,1018191,560618,659932,418648,336580,,
2021-02-01,count_twoplus,1022876,566164,666006,424079,341369,,
2021-03-01,count_twoplus,1025766,569438,669588,427473,344241,,
2021-04-01,count_twoplus,1028107,572257,672550,430491,346922,,
2021-05-01,count_twoplus,1023356,568253,668094,428659,345276,,
2021-06-01,count_twoplus,1022684,567977,667756,428762,345301,,
2021-07-01,count_twoplus,1022883,568608,668164,429758,346344,,
2021-08-01,count_twoplus,1021684,568118,669017,431612,346777,,
2021-09-01,count_twoplus,1021146,568236,670499,433848,347576,,
2021-10-01,count_twoplus,1021220,568929,672741,436437,348565,,
2021-11-01,count_twoplus,1021030,569346,674784,438923,349389,,
2021-12-01,count_twoplus,1019451,568039,674756,439447,348546,,
2022-01-01,count_twoplus,1019190,568330,676201,441668,349402,,
2022-02-01,count_twoplus,1020084,570141,678531,443978,351191,,
2022-03-01,count_twoplus,1017784,568144,676444,442053,349265,,
2022-04-01,count_twoplus,1080908,630032,751745,507388,400434,,
2022-05-01,count_twoplus,1089214,638472,764189,520121,408845,,
2022-06-01,count_twoplus,1081896,631572,757776,514817,402879,,
2022-07-01,count_twoplus,1076429,626490,752171,510376,398804,,
2022-08-01,count_twoplus,1072028,622640,747956,507318,396062,,
2022-09-01,count_twoplus,1066098,617270,741793,502521,392008,,
2022-10-01,count_twoplus,1056501,608048,731399,493686,384310,,
2022-11-01,count_twoplus,1046419,598215,720167,484303,376263,,
2022-12-01,count_twoplus,1037059,589038,709598,475372,368752,,
2023-01-01,count_twoplus,1031262,583976,703247,470754,365167,,
2023-02-01,count_twoplus,1025350,579109,697703,466274,361315,,
2023-03-01,count_twoplus,1016605,570882,688127,458242,354462,,
